,TrackId,ArtistName,Title,Lyrics,Mood
219,TRPMUOC128F425A107,Prefab Sprout,Horsin' Around,worthless friend foe let lovely creature Horsin around horsin things check double check lose guess let little vow lost Forgettin cost forgettin cost Quick forgive slow blame thought fills shame stop happening thrill    cheap feeling cheaps thing unsightly walk arms lightly Selling swanee Horsin arounds business thing want somebody witness fool presumed Id wear shoes doormat wonder hands shaking  need cry shoulders taken deserve kicked badly deserve sold Horsin around horsin moral learn let lovely creature Lord blind me let innocent eyes remind Selling swanee Horsin around horsin around,Angry
2869,TRPWLDL128F932DA77,Atari Teenage Riot,Digital Hardcore,Digital Hardcore Atari Teenage Riot Digital Hardcore trying pretend enemy am 1 2 3 4 Im running street Im giving in Shooting like silver bullet Shooting like silver bullet 1 2 3 4 trying pretend enemy am Digital Hardcore ma ymene eht dneterp ot gniyrt toN Im running street Im giving in 1 2 3 4,Angry
3839,TREWDBP128F4246650,Patty Griffin,Someone Else's Tomorrow,baptized cool winter water Sunday morning sky gray filed churchyard cold silver gold tan blue cars cars drove away memories fade send ghosts way Tell theyve day elses tomorrow tall tiny ships water Farther farther floating away return now wooden burned echo groan salty graves memories fade send ghosts way Tell theyve day elses tomorrow elses tomorrow,Angry
554,TRZBWDI128F149CB20,Dexys Midnight Runners,Burn It Down,Ill ask want believe man looking hold understand meaning heard about cant think Oscar Wilde Brendan Behan Sean OCasey George Bernard Shaw Samuel Beckett Eugene ONeill Edna OBrien Lawrence Stern Ill ask hard man waiting hold fully understand meaning heard about think Oscar Wilde Brendan Behan Sean OCasey George Bernard Shaw Samuel Beckett Eugene ONeill Edna OBrien Lawrence Stern Sean Kavanaugh Sean McCann Benedict Keilly Jimmy Hiney Frank OConnor Catherine Rhine Shut understand Shut Thats way planned Shut fucking mouth til know truth,Angry
2767,TRHPQNB128F1475F6E,Tim Christensen,No Easy Key,believe word believe come way gonna turn wrong believe believe telling truth got Thats big mistake Everythings alright Theres thing cant believe want Everythings right spot Theres thing aint got believe need Everybody wants sing song Everybody wants hum easy key easy key Everybody want join game Everybody wants piece fame easy way theres easy way,Angry
2519,TRLJJWR128F4263474,The Twilight Singers,King Only,thought King piece Kingdom coming flew high touch hand Venus stroke face promise Kingdom Play Save way Ill baby Cause tell know love anymore woke dream knew things kingdom promised fell far touch hand Lucifer Stripped glory sat King denied,Angry
2853,TRTDMEH128F14784D2,Keane,Leaving So Soon?,Ah ah ah ah ah ah Ah ah ah ah ah ah think Im fool prosaic awkward Dyou think got down Dyou think Ive town eager now know cant turn on turn like Im like bet wishing disappear Im trying kind feeling killing time look look know slap face face leaving soon chance bloom quick change tune look Im weight neck Cos need need Ah ah ah ah ah ah Ah ah ah ah ah ah Leaving soon soon Leaving leaving so soon leaving soon chance bloom quick change tune look Im weight neck Cos need need Ah ah ah ah ah ah,Angry
3626,TRMGBCV128F425A1BA,KRS-One,Ah Yeah!,Chorus Ah yeah thats whatcha devil Ah yeah thats whatcha devils crown Ah yeah stay alive things change Ah yeah what Ah yeah kickin science ninetyfive illin parental discretion advised nigga MC goes God cause thats black man Roamin forest hardest lyrical artist Black women bitch Goddess Let known lean KRSOne Like wall cause Im hard represent GOD Wack MCs style gun buck say Lets buck revolution shut fuck up kid start riot minute hear BoweBoweBowe think Im Riddick MCs talkin bout hope dope Ill devil infrared scope WOY Thats calling father boy and KLAK KLAK KLAK Thats putting scars mothers back BO Thats calling sister hoe BUCK BUCK BUCK cause motherfuck Remember whip remember chant remember rope black people thinkin voting president lied know Im kinda glad Nixon died Chorus time came planet time come understand came Isis words tried ban came Moses follow commandments came Solomon people lost came Jesus nailed cross came Harriet Tubman truth Sojourner times come Nat Turner tried burn me lynch starve come Marcus Garvey Bob Marley tried harm me Malcolm X Im planet called KRS Kickin metaphysical spiritual tryin like wit you showin you invincible Black Panther black answer real spiritual form turn Bobby Seale wheels steel spirit flies away enters Kwame Ture Chorus streets EQ didodidodido grab air speak code devil unload cerebellum tell em vibes denim leather whatever however Im rockin pick cotton pick cotton shoppin forgotten buildin cypher Yo hear kid government building pyramid son God brighter son man spirit is check dollar bill G got time fancy mathematics mental frequency frequently pickin static Makin naked body attic democratic press auto kill automatic,Angry
3688,TRQMHEK128F14958FF,Bell Biv DeVoe,When Will I See You Smile Again?,Im sorry baby meant hurt forgive Tears drop eyes Tell cry Guilt feel look let Girl apologize Tell Girl know blame tell smile Tell smile Cause know messed up baby know fed up sugar Tell smile Cause know messed up baby know fed up sugar Promises know times broke learn hurt love Girl apologize Tell Girl know blame tell smile Tell smile Cause know messed up baby know fed up sugar Tell smile Cause know messed up baby know fed up sugar Look baby Listen forgive wrong Ive see cant understand making kind mistake theres question remains mind smile Tell smile maybe talk over Cause know messed up baby maybe work out know fed up sugar Tell smile Cause know messed up baby know fed up sugar is do Tell smile Cause know messed up baby know fed up sugar Tell smile,Angry
2667,TRRNPJB128E078FA1B,Godsmack,I Am,spoken truth lies Im gonna shine lighted way Im darkest day Im help rely consider friend end guarantee life think life way want let tell Death come Im good ready peace mind Confusing time Im running veins pain thought know Ill let time recognize devils eyes consider friend end guarantee life think life way want let tell Death come Im good ready life way want let tell Death come Im good ready hand let Im taking control know began Cause life way want let tell Death come Im good ready,Angry
651,TRLRNOV128F42BA044,Metallica,Dirty Window,reflection window looks different different Projecting judgment world house clean baby house clean think am think am think am Look window gone wrong Court session slam gavel Im judge Im jury Im executioner Projector Protector Rejector Infector Projector Rejector Infector Injector Defector Rejector reflection window window clean inside dirty Im looking different house clean baby house clean think am think am think am look window gone wrong court session slam gavel Projector Protector Rejector Infector Projector Rejector Infector Injector Defector Rejector drink cup denial Im judging world throne drink cup denial Im judging world throne,Angry
2214,TRDIQCQ12903CEBEF3,Johnny Cash,Long Black Veil,years ago cold dark night killed neath town hall light scene agreed slayer ran looked lot like walks hills long black veil visits grave night winds wail knows sees knows judge said son alibi else die spoke word thou meant life Id arms best friends wife hear applaud scaffold high eternitys near stood crowd shed tear night north wind moans long black veil cries ovre bones walks hills long black veil visits grave night winds wail knows sees knows glass water huh Alright Lemme a drink water Im choke Thats cocaine blues got special surprise for fellas especially fella minutes were going record brand new song sang night time written Folsom prison drink water time time drink water uh know hell run think run Luthers boots water promise thats water huh water bob Thats water Serve tin cups caught it he announcement Sandoval Sandoval SANDOVAL Sandoval Eighty wanted reception,Angry
1673,TRSOYTK128F14A94EB,The Smiths,Unhappy Birthday,Ive come wish unhappy birthday Ive come wish unhappy birthday Cause evil lie die feel slightly sad But cry Loved lost usually Surely happy way  No Im gonna kill dog  May lines sag lines sag heavy deep tonight Ive come wish unhappy birthday Ive come wish unhappy birthday Cause evil lie die feel slightly sad But cry Loved lost usually Surely happy way  said No shot So drink drink drink ill tonight left left left left Oh unhappy birthday,Angry
3369,TRPTUID128F92E7431,Little Joy,With Strangers,bet wondering knew come end stole heart tossed wind pretending care Oh winter scent hair Compels hands things heart dare Ill holding use perfecting lives strangers you twilight hour fools mistaken men shadow suits regrets faced end Ill holding use perfecting lives strangers you Ill holding use perfecting lives strangers you,Angry
686,TRENJYE128F1462AE3,Saliva,Holdin On,days reality bend Pain misery friend raise toast salute end feet ground living begins got living hell dying Shove million dollars pocket aint pacifying me see whats happening me lifes reach arms Im holding on Im living dream hears scream Im breaking seams life Im holding on Ive created world devoid love Im praying God Heaven above heart soul turned push shove kill enough got living hell dying Shove million dollars pocket aint pacifying me see whats happening me lifes reach arms Im holding on Im living dream hears scream Im breaking seams life Im holding,Angry
666,TRMQUHI128F147714A,Dashboard Confessional,So Beautiful,heard home again look like me focuses changing gaze transfixed point cant see got new ties Ive got old knots got inside line happy got Careful now beautiful convinced beautiful heard living well look like living me sparkle gone smile place watching see got convinced know list friends cant count them Hold now got convinced alright vulnerable soon got want else sale love sell price thats gonna cost you weight thats gonna bring down Hold now got convinced alright vulnerable Careful now beautiful convinced beautiful soon got it want else sale love sell price thats gonna cost you weight thats gonna bring down,Angry
3148,TRWOZOM128F4266A9D,Vivian Green,Emotional Rollercoaster,night cried tossed turned Woke dry eyes mind racing feet pacing Lord help please tell gotten Ran miles clear mind helps therapy Im losin usually hey Im emotional rollercoaster Lovin aint nothin healthy Lovin good For me cant emotional rollercoaster Lovin aint nothin healthy Lovin good For me oh cant Yesterday told gonna okay Gonna start new day truly happy gonna control eventually reality hit Mentally physically emotionally opened eyes realized bein taken constant ride Im emotional rollercoaster Ooh baby Lovin aint nothin healthy For real healthy me Lovin good Oh cant get cant Oohoohbaby Emotional rollercoaster You got goin down Lovin aint nothin healthy Oh Lovin good Never good me ah cant tired makin love disappearing suddenly goes Im tired pacifyin promises know Round round goes Im emotional rollercoaster Oh Lovin aint nothin healthy Ooh aint nothin healthy bout it baby Lovin good Nothin healthy bout it baby cant Oh oh Emotional rollercoaster Lovin aint nothin healthy Lovin good cant,Angry
3360,TRWKGQS128E0792F09,Patty Griffin,Every Little Bit,funny morning turns love shame Disguised disfigured thought tasted like rain Theres shadow nothin know know know know Theres nothin shadow know spit spit eye tear tear heart scatter bits stay unseen light stay untold truth Im sold lie able travels memories quit tonight clearly recall little bit chew like cannibal yell like cat believing like like moment moment know know know know got million miles soul spit spit eye tear tear heart scatter bits stay unseen light stay untold truth Im sold lie able travels memories quit tonight clearly recall little bit left open window till morning winter walked Reality fired wooden bullet Splintered skin Im walking freedom freedom know know know know blame leavingbaby cold living ghosts spit spit eye tear tear heart scatter bits stay unseen light stay untold truth Im sold lie able travels memories quit tonight clearly recall little bit,Angry
3212,TRIVJKL128F9320849,Fall Out Boy,Hum Hallelujah,game verses Better Worse wear knows knows knew want road outside house paved good intentions Hired construction crew Cause hell engine dreamer dream write better felt hum hallelujah key reason thought loved looked light teenage vow parking lot Till tonight sing blues swallow words faith hell good remix guts insides xrayed day well nostalgic disaster Were bull ears china shop love way Theres chapel hospital foot bedroom foot door chances pills write better felt hum hallelujah key reason thought loved looked light teenage vow parking lot Till tonight sing blues swallow Hallelujah hallelujah hallelujah hallelu hum hallelujah Hallelujah hallelujah hallelujah hallelu hum hallelujah teenage vow parking lot Till tonight sing blues swallow So hum hallelujah key reason thought loved looked light teenage vow parking lot Till tonight teenage love parking lot Till tonight teenage vow parking lot Till tonight sing blues swallow,Angry
18,TRMXLMR128F425B9B1,Three Days Grace,Home,Ill coming home Cause know know care hardly wait leave place matter hard try satisfied home think Im better disappear home think Im better Home house home time come home Im stoned turn tv scream hardly wait Til case matter hard try satisfied home think Im better disappear home think Im better Home house home house home Im better,Angry
1539,TRFHRAE128F4258768,Coalesce,What Happens on the Road Always Comes Home,know hanging run away family longer think maybe time caught time priorities straight learned pass old menthey lied happens road comes home didnt point narrowly avoiding divorce times year life lived Sometimes want live like kids traveled Oh do But think maybe time caught see eyes light trivial leave leave,Angry
1093,TRXQGTZ128F1481E3A,Genesis,Mama,cant mama hardly wait touch feel mama Oh cant away heat steam city Oh got running cant brake help mama Cause getting hard oh cant mama know listen teach mama know inside care down Oh aint going hurt mama getting hard oh Ha ha ha ha ha ha oh Ha ha ha ha ha ha oh Cant mama Mama mama mama Cant feel heart Cant feel heart Cant feel heart oh listen mama Mama mama taking away chance away Cant feel heart Ha ha ha ha ha ha oh hot hot mama hardly wait eyes theyre burning mama feel body shake stop stop mama Oh pain away hey hurt mama getting hard oh cant mama know taunt tease mama never never away heat steam city Oh got running cant brake stay leave mama Cause getting hard oh go no no go ha ha go ha ha oh go,Angry
3049,TRQORYN128F92FA355,The Specials,Stupid Marriage,Court session oy oy oy mean oy oy oy court session Order Judge Roughneck tolerate disobedience courtroom Rude boy brought charged smashing womans window sentence got defense walking street night saw silhouette bathroom light way life hide frosted glass shattered curtains open wide Naked woman naked man nice suntan live castle built sand Naked woman naked man Naked bath naked bed oh sure cant stop hatred running head Silence court Order Rude boy led believe going girl left married got drunk smashed exgirlfriends property come conclusion sentence months prison cells got yourself wanted knows got wanted forgot pill thinks shell happy hanging nappies thats happy marriage Id prefer unhappy Married woman married man family plan Mrs Ewe Mr Ram lovely lamb Naked woman naked man silence courtroom nice sun tan order courtroom Naked woman naked man I order coutroom nice sun tan hush up Naked woman naked man nice sun tan hush up Naked woman naked man nice sun tan hush up Naked woman naked man nice sun tan hush up Naked woman naked man nice sun tan order Naked woman naked man nice sun tan order courtroom Naked woman naked man nice sun tan Naked woman naked man nice sun tan take away,Angry
77,TRJXUZX128F42727F7,Our Lady Peace,Is Anybody Home?,Goodbye futures sold Theres use screaming thought wed far Tonight faith come money  TV Psychics whove mars nazis breast feeding know upset cant find meaning Im sorry were sorry Were scared scared Hey anybody home anybody wasted tears loneliness Goodnight truth come Everyones needy White teeth ticket meet god envy shotgun bed Started breathing shot it shot Im bare Im bare Hey anybody home anybody painted fear bedroom walls save,Angry
1962,TRHQZJI128F42304F8,Rob Zombie,Demon Speeding,Hey ya love me Im untouchable darkness dirty black river Hey ya love Im devil machine hey ya love Im devil machine world american dream mouth madness darkness tomorrow hollow Hey ya love kids screaming Wrecking road violate dreaming Hey ya love filth clean hey ya love filth clean gone american dream mouth madness darkness tomorrow hollow Im demon speeding Im demon speeding Im demon speeding Im demon speeding on on on come alive Hey ya love elevating madness Hey ya love elevating madness super death rising a super death rising this Hey ya love like beautiful fiend world american dream,Angry
2426,TRHXCOV12903CF2595,Nevermore,A Future Uncertain,green beautiful hour envy divine pure let chance form infinite design Let seed awakening begin hate way judge hate Cant humanity reach certain point understanding live way things subvert minds youth world unborn crashing seas form vision future blood face bleak horizon crushing skies truth belying future uncertain dark small race wear human face image imperfect flawed set mind free listen waste life worthless hate contradiction Solo Smyth Reaction earth sky coming fast pace end winding road extinction race survive come great change foresee future coming plague live way things subvert minds youth set mind free listen waste life worthless hate contradiction,Angry
3322,TRVEURZ128E078F665,Live,Like I Do,Darlin feel like god you sacred straight true Tell feel way too Darlin face radiant light love kind thats sent straight above Im thinking of Thinkin Thinkin loving like revelation burn feel danger Salutations maker finest hour Goddess Queen mother sister lover leave Darlin feel like god you worth worship honest fool Tell feel way too Like Like Like,Angry
3335,TRESMKY128F92C811F,Damien Jurado,Best Dress,Hey best dress Im tired fighting Lets town old style dancing good time stay night long Hey best dress Hey best dress price pay Feels like thrill Ill good time til darkest dawn Hey best dress Hey best dress Hey best dress,Angry
480,TRWDFUY128E0784BD1,Eminem,Like Toy Soldiers,Step step heart heart left right left fall down Step step heart heart left right left fall like toy soldiers Bit bit torn apart win battle wages toy soldiers Im suppose soldier blows composure hold weight world shoulders aint suppose it crew aint suppose know means going toe toe Benzino matter drag em battles handle absolutely Im suppose set example need leader crew looks guide em shit pop Im suppose em Ja shit tried squashed it late stop Theres certain line cross it crossed heard Hailies song lost crazy shit went way Jay Z Nas shit battle won feel like lost spent energy it honestly Im exhausted Im caught feel like Im caused aint Im Hip Hop for got object killed want destroy helped build intentions intentions good went career mentioning thats outta respect running mouth talking knew Plus Dre told stay out beef fell back watched gritted teeth hes TV Im talking man literally saved life like fuck understand business shit business knowing shit pop minute cause Step step heart heart left right left fall down like toy soldiers Bit bit torn apart win battle wages toy soldiers time rhyme worry people dying elevated cause someones kids Shit gets escalated aint words more different ball game names aint rapping actually tried stop 50 Ja beef happening Dre sat him kicked chat asked start it gonna Ja start yappin magazines stabbed Fuck em 50 smash him mash him let intentions pulled directions receptionist said source answers phones desk erection thinks Ill resurrection Tries blow dust mic new record hes fucked game cause ways came publication famous owner got grudge fuck motherfucker too fuck em Im busy pissed off stop think inherited 50s beef Murder Inc hes inherited mine fine aint like mind soldiers thats line thats willing die soon orders extort Strictly support Maybe shout em rap chorus love em let em know important Runyon Avenue soldiers corners loyalty worth award aint trying people hurt murdered aint worth it cant think perfecter way word love yall verdict Ill walk away Ill let twisted plea Im coping Im willing bigger man yall quit popping jaws knocking Cause frankly Im sick talking Im gonna let elses coffin rest conscience cause Step step heart heart left right left fall down like toy soldiers Bit bit torn apart win battle wages toy soldiers,Angry
3055,TRJSGEI128F934AF44,God Dethroned,Nocturnal,Theres movement night Shades dancing pale moonlight Nocturnal occurrencies Imagination night real Im looking Truth find trace bloody witches rituals night Hear howl sound low real fantasy Sunlight fades twilight moon contrasts darkening sky Temperature air going down veil fog forming low Ground Theres movement night Shades dancing pale moonlight Nocturnal occurrencies Imagination night real Im looking Truth find trace bloody witches rituals night Hear howl sound low real fantasy night turning dawn morning fog coming me Suddenly Choking hand grabs neck drags death eternity Theres movement night Shades dancing pale moonlight Nocturnal occurrencies magination night real Im looking Truth find trace bloody witches rituals night Hear howl sound low real fantasy,Angry
1891,TRKBXDE128F428BCE2,Damone,Out Here All Night,Summers coming fast Winters long wasting days Pretty soon theyll gone oh yeah yeah yeah Ive night Ive day eyes open wide Hoping alright happy look way looked People need tell lost Kindly leading theyre ripping oh yeah yeah yeah Ive night Ive day eyes open wide Hoping alright happy look way looked sounded insecure sure cared Ive night Ive day eyes open wide Hoping alright happy look way looked stand night stand day like matter oh yeah yeah yeah,Angry
2315,TRMLFBV128E078E209,Mark Knopfler,El Macho,date gone home left sweet toughtalkin friend Split bitter end look like fine thing Jerry Yeh look like fine thing Jerry star Thats boys TV mean shit look like fine thing Jerry Yeh look like fine thing Jerry got people like Yeh got people like El Macho El Macho want sing shy boys Gonna buy beer cause look like fine thing Jerry Yeh look like fine thing Jerry El Macho El Macho,Angry
2278,TRNGTWN128F42740BA,Electric Light Orchestra,Four Little Diamonds,think greatest thing cared gave diamond ring said shed die leave saw face law little diamonds open road said lonely gets tales woe took law little diamonds looked climbed high dawn gone night thought things said things wed run ran away Theres answer wonderin her day night probably thinks fool right know Im gonna searchin woman Im gonna search law little diamonds looked climbed high dawn gone night thought things said things wed run ran away Theres answer hear callin listen endlessly crossed mind cheater gotta find hides Cause law little diamonds,Angry
1782,TRCRWHC128F92C260B,Miranda Lambert,Gunpowder & Lead,County road thirtythree feet Nothin white rock little ol Ive got miles till makes bail Im right were headed straight hell Im goin home gonna load shotgun Wait door light cigarette wants fight well hes got aint seen crazy slapped face shook like rag doll sound like real man Im going little girls Gunpowder lead Well half past ten sixpack feel rumble like cold black wind pulls drive gravel flies know whats waiting time Yeah Im goin home gonna load shotgun Wait door light cigarette wants fight well hes got aint seen crazy slapped face shook like rag doll sound like real man Im going little girls Gunpowder lead fist big guns bigger Hell find pull trigger Im goin home gonna load shotgun Wait door light cigarette wants fight well hes got aint seen crazy slapped face shook like rag doll sound like real man Im going little girls Gunpowder and gunpowder lead Gunpowder lead hey,Angry
1872,TRQJFNG128F428E7CC,Floetry,My Apology,Karma usually comes wearing strangers light easier deal way you Ive hurt you disrespected Theres hide turning back rearrangement lies ahead Heaven sent know feeling hurt blame Ill maybe Cause love you love you think baby Im sorry giving cold shoulder wrong stood ground breathed wanted hold ya felt brave afraid faced felt peace tears eyes come sincerely Excepting space Im Growing outta phase wanna win act hear Look baby look know know feeling hurt blame Ill maybe Cause love you love you think baby Growth released grief heavy load Survived sleep Im letting Waking living proposed Woman love girl step took reaching breath blessed responsibility baby cant control feelings feel cant back Ive hand heart Im coming sincerely hear know know feeling hurt blame Ill maybe love you love you think baby know feeling hurt blame Ill maybe Cause love you love you think baby Baby think know better love expectations expect Think Im offering free Cause know apology think baby,Angry
1662,TRJLIUM128F4263ABC,Mudvayne,Severed,hide behind Lies anger Hate shoo love away Build shells outside shelters body cold reigns reality Come on Step out rind assemble strength focus Release run look visions past fade wilt time got trust hold hand through turn walk away Eclipse you bleed strip states soph aur Eclipse you spit plate push away need sever ties creates disruption midst circle friends sacrifice Spare life leave misery cross save yourself run away Run away grip Ill pull hell head away sit ugly place build walls fragments past people needed loved walked away got trust hold hand Ill turn walk away walk clouds gray Sphere storms head Im trapped endless rain divorce thoughts love me divorce innocence guilt divorce lying sellout confidence Im divorcing mother fuckin thing divorce love bled meaningless divorce makeshift harmony divorce taunting acts violence divorce pastime jealousy divorce control divorce faith divorce virtue divorce rain divorce excuse divorce greed divorce need divorce iniquity mother fuckin bullshit life want away want run away die it myself life Text book fucking mental pitch hole Ill shadow veil eyes states soph aur cant hero anymore spit plate turn walk away spit plate disrupt family spit plate sever entity feel warm sun face Separate  Eclipse bleed strip states soph aur need you way push away,Angry
3264,TRVUXRF128F429761E,Natalie Imbruglia,That Day,day day mess marvel walked cloud lost Im sad sad sad Small alone scared Craving purity fragile mind gentle spirit day day marvelous mess Im Sad scared small alone beautiful supposed like accept supposed like day day lay feeling pain sadness Scared small climbing crawling light Im tired Im right Im wrong beautiful day day mess marvel Were thinks okay Im small Im divine beautiful coming absolutely perfect day day mess place theres hurt Sad small scared everyones cynic hard sweet supposed like day day sat sun thought cried Cause Im sad scared small Alone strong Im Im true brave man break okay Yeah okay day day lay feeling pain sadness Scared small climbing crawling light Im tired Im right Im wrong beautiful day day mess marveleous mess Were thinks okay Im small Im divine beautiful coming absolutely perfect day day day day day day lay feeling pain sadness Scared small climbing crawling light Im tired Im right Im wrong beautiful day day mess marveleous mess Were thinks okay Im small Im divine beautiful coming absolutely perfect day day day day day day day day sweet feel it Can feel it here me feel beautiful day day day absolutely perfect,Angry
87,TRWQULL128F428385D,George Michael,Amazing,mixed came broke fix said daddy gone Im missing baby missing baby stitched hands fate Said gonna luck lady Maybe luck lady going time heart broken open suggestions questions kissed away Tell me guess cupid disguise day walked changed life think amazing way love set free walk midday sun thought savior come think amazing think amazing think amazing tried save Said darling kiss want loves available insatiable Were like victims disease Look big bad daddy mom mom acting crazy going time heart broken loving Question reflection Saying let Tell me guess cupid disguise day walked changed life think amazing way love set free walk midday sun thought savior come think amazing think amazing Celebrate love Celebrate life baby think celebrate yeah love chains baby no walk midday sun thought dreaming think amazing think amazing said celebrate love life gets colder devil inside Tells,Angry
3073,TRCTXOU128F1463952,Apocalyptica,Hope,Hope beauty Personified feet world Hypnotized million flashes million smiles catwalk flaunts style long mile angry sign darkness hope lies lost torn flame like love fleeting theres hope anymore Pain glory Hand hand sacrifice highest price Like poison heart Like whisper gone Like angels fall darkness hope lies floor love like flame fleeting theres hope anymore Like poison heart Like whisper gone Like angel angels fall,Angry
2870,TRRGNWC128F932DA83,Atari Teenage Riot,No Success,want run  cast  success Gonna let shit break all success passion walk line Come on expose lifestyle  concept degredation success success success success bout ta blow fuckin place Fuck lucks leprachauns stepped sec gone transform like decepdichan Stayin step light years playin fears switch gears bringin fear sphere Try hold control sound stupid crew split dooms like toothpicks home know fool Threw accoustics cool shit fuck bullshit Arsonists set fires getting tired  success thought fell weak spell tell friends foes  bout ta bring ya hell Whats smell success Follow hollow plan withstand society Governments eyin lyin Electric chairs fryin me Damn fuckin right truth head Bang understand Radical  dressed like fashion style Wild youth  sold out asks why Search house search car lose Use me rip off accuse me message clear  success success success x3 soldier industrial battlefield know love sale fuck die want secret it success lie Thats live you want work you engine game  time gonna burn blaze no no no no success no no no no success success success Double tall latte baby Double tall latte mobile phone Double tall latte super briefcase im mall locked  cant id say Fuck you cause were course suicide suicide suicide suicide suicide his success success success Come on come on success success,Angry
1054,TRRJFMF128F424ECC3,Tristan Prettyman,Blindfold,better fine Ive writing love letters time thoughts order love line came took laundry dry Chorus matter hard try think love perfect blindfold swim heart Like fish bowl getting warmer summer approaching feet cold Chorus good Id use company want Yeah want push away eyes soar feet tired Baby Im sick chasing Chorus x2,Angry
489,TRBIYJR128F148C161,Monster Magnet,Third Alternative,hands maker heads bomb swim bloated vision kiss phone heart beats atomic spill sweat drones mouth screams hundred lips split think pig explode hope torture goes Ill stuff pi darkness Ill slam till cant home like hope Eden steady hand want milk syrup thousand year old man Shall fuck others babies let momentum best shrieking little urges burned little heads sense slight recoil said think pig explode hope torture goes Ill stuff pi darkness Ill slam till cant home Dropping edge Ive known asked think pig explode hope torture goes Ill stuff pi darkness Ill slam till cant home Dropping edge Ive known Ive known Ive known Ive known,Angry
127,TRSKUEP128F4294838,Blu Cantrell,Unhappy,Im going man like Everyday Breaking staying back inside Headtotoe aint want Chorus unhappy way unhappy way dress unhappy friends leave feel me feel unhappy way unhappy way dress unhappy man leave feel me feel best friends years Coming end Feels like Im wasting time Trying treat right Telling cant cook kiss walk door Im girl fell love thats Putting bullshit Chorus gonna realize day wrong treat way good gonna come Til know true Better careful Cause Comes double girl comes way love gave Chorus,Angry
515,TRGDYJE128F9311747,The Midway State,Nobody Understands,Cant cool off fire cold tears gonna out out awake love wired Kissed goodnight walk Well confused cause told Be careful know mess bad situation oh girl depressed Theres feel cant ignites got inside cant hide way love her understands way feel her oh heads way bleed cause understands you boy Oh understands oh yeah awake fire Burning feel yeah yeah Well freak liar love girl concealed confused cause told father bad messed bad situation oh girl depressed theres believes love Oh shines kiss mouth way love her understands way feel her oh heads way bleed cause understands you boy Oh understands oh yeah yeah oh yeah yeah Cause way love her understands way feel her oh heads way bleed cause understands you boy Oh understands way love her understands way feel her oh heads way bleed cause understands you boy Oh understands understands you boy Oh understands oh yeah yeah Oh yeah yeah oh yeah yeah,Angry
2198,TRVSJMC128F931CE39,William Fitzsimmons,Just Not Each Other,Walked home disaster Saw ghost plaster hearts thrown broken pieces Im coming home Lost way gave treasure Hid heart lost forever know father cant come home Loved first children broke heart thats forgiven lost chance love Well love Love Love Love Love Love again love again love love Love again love again love love,Angry
1988,TRTAAPZ128F92FD3BA,Mindy Smith,One Moment More,Hold know leaving reasons stay feel breath warm soul ease mind hold love cling steal heart run fade fooling sun Oh Let moment Oh need want moment got hold Tell someday returning maybe Maybe Ill believe shooting star know far shooting star know gone Oh Let moment Oh need want moment Oh Let moment Oh need want moment got hold maybe Ill believe hold know leaving,Angry
2984,TRFGTVQ128F422B9BD,Godsmack,Whatever,wonder day day like need shit today patheticin way feel you better fuckin away behave better fuckin away Im best Im best Im best need fantasize pet time mind blind LifeI feel you better fuckin away behave better away feel you better fuckin away behave better away Im best Im best Im best away Im best Im best Im best away Im best go away Im best go away Im best go away Im best go away Im best Im best Im best away Im best Im best Im best away Im best Im best Im best away yeah yeah yeah yeah yeah yeah yeah yeah Im best go away Im best,Angry
656,TRFCTYP128F147CC9A,Metallica,Killing Time,Originally recorded Sweet Savage Sound gunfire comes night Killing hatred terrible sight Reports come heavy attack Message seen were moving Preparations journey survival supplies packed nights eternal hell Destination simple Killing time  left line Killing time  turn kill Killing time  say Killing time  aha killing time knew needed alive time cowardice kill survive Like killer kid switchblade knife Nasty word hell life silence over attack Killing hatred drive insane Reports come heavy attack Message seen were moving Killing time  left line Killing time  turn kill Killing time  say Killing time  aha killing time Sound gunfire comes night Killing hatred terrible sight Reports come heavy attack Message seen were moving knew needed alive time cowardice kill survive Like killer kid switchblade knife Nasty word hell life Killing time  left line Killing time  turn kill Killing time  say Killing time  aha killing time,Angry
3221,TRMEMYJ128F4233610,Elvis Costello,No Action,want kiss you want touch want cause miss Im telephone junkie told good friends hold like hold Bakelite hands Theres action Theres action theres action time phone you want Hes got keys car keys kingdom Hes got evrything need shame bring Im telephone junkie Im inserting coin Im fine things head start hurtin mind think way things Knowing driving crazy phone know lonely disconnect time Theres action Theres action theres action time phone you want time phone you want time phone you want Theres action Theres action Theres action time phone you want,Angry
2987,TRZDWRG128F14A65F2,Hinder,Nothin' Good About Goodbye,Rolled sleeves today Cause thought called forgot broach mothers time try cut cord come crawling excuse forgot Theres good goodbye swear saw cry knew wind falling falling harder good goodbye goodbye Rolled sleeves today Cause thought ended called tell gonna blow best friend time try cut cord come crawling excuse forgot Theres good goodbye swear saw cry knew wind falling falling harder story sides hesaidshesaid fight wind falling falling harder good goodbye goodbye Falling falling harder falling apart Falling falling harder falling apart Falling falling harder falling apart Falling falling harder Theres good goodbye swear saw cry knew wind falling falling harder story sides hesaidshesaid fight Shell wind falling falling harder good goodbye goodbye Theres good goodbye goodbye Falling falling harder falling apart Falling falling harder falling apart Falling falling harder falling apart Falling falling harder falling apart Falling falling harder falling apart Falling falling harder falling apart Falling falling harder falling apart,Angry
